target_id,shot,feature_condition,training_mode,mean_auc,std_auc,mean_delta_auc,success_rate_delta_ge_005,stability_label,status,is_posthoc,paper_safe_claim,paper_forbidden_claim,source_file,best_shot,best_mean_auc,best_mean_delta_auc,final_status
T2_PH,3,no-ccTLD,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,0.8625,0.1940969116475353,0.2583333333333333,0.8,stable improvement,posthoc_support,True,Few-shot calibration substantially improves the hard T2_PH target.,Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv,10,0.9541666666666666,0.3125,recoverable_target_supported
T2_PH,3,no-website-lexical,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,0.86875,0.0953566040945484,0.2708333333333333,0.8,stable improvement,posthoc_support,True,Few-shot calibration substantially improves the hard T2_PH target.,Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv,10,0.9541666666666666,0.3125,recoverable_target_supported
T2_PH,5,full,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,0.9375,0.0389755977788952,0.2958333333333333,1.0,stable improvement,posthoc_support,True,Few-shot calibration substantially improves the hard T2_PH target.,Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv,10,0.9541666666666666,0.3125,recoverable_target_supported
T2_PH,5,graph-only,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,0.85625,0.136295226948301,0.2583333333333333,1.0,stable improvement,posthoc_support,True,Few-shot calibration substantially improves the hard T2_PH target.,Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv,10,0.9541666666666666,0.3125,recoverable_target_supported
T2_PH,5,no-ccTLD,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,0.9041666666666666,0.1338855751088302,0.3,0.8,stable improvement,posthoc_support,True,Few-shot calibration substantially improves the hard T2_PH target.,Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv,10,0.9541666666666666,0.3125,recoverable_target_supported
T2_PH,5,no-website-lexical,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,0.85625,0.136295226948301,0.2583333333333333,1.0,stable improvement,posthoc_support,True,Few-shot calibration substantially improves the hard T2_PH target.,Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv,10,0.9541666666666666,0.3125,recoverable_target_supported
T2_PH,10,full,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,0.9541666666666666,0.0400737167951486,0.3125,1.0,stable improvement,posthoc_support,True,Few-shot calibration substantially improves the hard T2_PH target.,Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv,10,0.9541666666666666,0.3125,recoverable_target_supported
T2_PH,10,graph-only,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,0.9354166666666668,0.0834634401000422,0.3375,1.0,stable improvement,posthoc_support,True,Few-shot calibration substantially improves the hard T2_PH target.,Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv,10,0.9541666666666666,0.3125,recoverable_target_supported
T2_PH,10,no-ccTLD,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,0.9416666666666668,0.0400737167951486,0.3375,1.0,stable improvement,posthoc_support,True,Few-shot calibration substantially improves the hard T2_PH target.,Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv,10,0.9541666666666666,0.3125,recoverable_target_supported
T2_PH,10,no-website-lexical,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,0.9354166666666668,0.0834634401000422,0.3375,1.0,stable improvement,posthoc_support,True,Few-shot calibration substantially improves the hard T2_PH target.,Do not claim few-shot universally improves transfer.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv,10,0.9541666666666666,0.3125,recoverable_target_supported
T3_DiagnoseFrance,0,full,source_only_baseline_from_corrected_E5,0.9861234567901236,0.020771737933645,0.0,0.0,no meaningful improvement,no_clear_gain,True,Few-shot provides little additional benefit for saturated T3 France.,Do not write T3 France as a few-shot success or structural proof.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv,10,0.9957654320987654,0.0096419753086419,saturated_no_clear_gain
T3_DiagnoseFrance,0,no-ccTLD,source_only_baseline_from_corrected_E5,0.9045877192982456,0.0507279799229245,0.0,0.0,no meaningful improvement,no_clear_gain,True,Few-shot provides little additional benefit for saturated T3 France.,Do not write T3 France as a few-shot success or structural proof.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv,10,0.9957654320987654,0.0096419753086419,saturated_no_clear_gain
T3_DiagnoseFrance,1,full,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,0.958654320987654,0.0378750210954964,-0.0274691358024691,0.0,unstable/sample-sensitive,no_clear_gain,True,Few-shot provides little additional benefit for saturated T3 France.,Do not write T3 France as a few-shot success or structural proof.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv,10,0.9957654320987654,0.0096419753086419,saturated_no_clear_gain
T3_DiagnoseFrance,1,no-ccTLD,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,0.8555204678362573,0.1341846529991771,-0.0490672514619882,0.2,unstable/sample-sensitive,no_clear_gain,True,Few-shot provides little additional benefit for saturated T3 France.,Do not write T3 France as a few-shot success or structural proof.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv,10,0.9957654320987654,0.0096419753086419,saturated_no_clear_gain
T3_DiagnoseFrance,3,full,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,0.9816315789473684,0.0234272611522762,-0.0044918778427549,0.0,no meaningful improvement,no_clear_gain,True,Few-shot provides little additional benefit for saturated T3 France.,Do not write T3 France as a few-shot success or structural proof.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv,10,0.9957654320987654,0.0096419753086419,saturated_no_clear_gain
T3_DiagnoseFrance,3,no-ccTLD,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,0.9477894736842104,0.0649500660533336,0.0432017543859648,0.4,unstable/sample-sensitive,no_clear_gain,True,Few-shot provides little additional benefit for saturated T3 France.,Do not write T3 France as a few-shot success or structural proof.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv,10,0.9957654320987654,0.0096419753086419,saturated_no_clear_gain
T3_DiagnoseFrance,5,full,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,0.8862917478882391,0.242449716086481,-0.0998317089018843,0.0,unstable/sample-sensitive,no_clear_gain,True,Few-shot provides little additional benefit for saturated T3 France.,Do not write T3 France as a few-shot success or structural proof.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv,10,0.9957654320987654,0.0096419753086419,saturated_no_clear_gain
T3_DiagnoseFrance,5,no-ccTLD,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,0.965157894736842,0.035782507061892,0.0605701754385964,0.6,moderate improvement,no_clear_gain,True,Few-shot provides little additional benefit for saturated T3 France.,Do not write T3 France as a few-shot success or structural proof.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv,10,0.9957654320987654,0.0096419753086419,saturated_no_clear_gain
T3_DiagnoseFrance,10,full,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,0.9957654320987654,0.0042850356188174,0.0096419753086419,0.0,no meaningful improvement,no_clear_gain,True,Few-shot provides little additional benefit for saturated T3 France.,Do not write T3 France as a few-shot success or structural proof.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv,10,0.9957654320987654,0.0096419753086419,saturated_no_clear_gain
T3_DiagnoseFrance,10,no-ccTLD,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,0.9614346978557504,0.0391619615964297,0.0568469785575048,0.4,unstable/sample-sensitive,no_clear_gain,True,Few-shot provides little additional benefit for saturated T3 France.,Do not write T3 France as a few-shot success or structural proof.,output\week9\metrics\W9_E2_fewshot_seed_stability.csv,10,0.9957654320987654,0.0096419753086419,saturated_no_clear_gain
