transfer_id,feature_condition,config_id,num_runs,metric_mean,metric_std,source_file,is_posthoc,full_metric_mean,delta_vs_full,paper_safe_claim,paper_forbidden_claim,status
T2_PH,graph_only,C4_graph_only,5,0.5979166666666667,0.237865216269868,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv,True,0.6416666666666666,-0.043749999999999956,Feature-bucket ablation is diagnostic and target-dependent.,Do not infer a universal feature mechanism from one target.,limited_feature_bucket_effect
T2_PH,infra_edges_only,C9_infra_edges_only,5,0.6416666666666666,0.1224744871391589,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv,True,0.6416666666666666,0.0,Feature-bucket ablation is diagnostic and target-dependent.,Do not infer a universal feature mechanism from one target.,limited_feature_bucket_effect
T2_PH,lexical_only,C5_lex_only,5,0.5520833333333333,0.0690963497990708,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv,True,0.6416666666666666,-0.08958333333333335,Feature-bucket ablation is diagnostic and target-dependent.,Do not infer a universal feature mechanism from one target.,material_feature_bucket_effect
T2_PH,no_cctld,C2_no_cctld,5,0.6041666666666667,0.1624465724134826,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv,True,0.6416666666666666,-0.03749999999999987,Feature-bucket ablation is diagnostic and target-dependent.,Do not infer a universal feature mechanism from one target.,limited_feature_bucket_effect
T2_PH,no_edges,C6_no_edges,5,0.5520833333333333,0.0690963497990708,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv,True,0.6416666666666666,-0.08958333333333335,Feature-bucket ablation is diagnostic and target-dependent.,Do not infer a universal feature mechanism from one target.,material_feature_bucket_effect
T2_PH,no_website_lexical,C3_no_website_lexical,5,0.5979166666666667,0.237865216269868,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv,True,0.6416666666666666,-0.043749999999999956,Feature-bucket ablation is diagnostic and target-dependent.,Do not infer a universal feature mechanism from one target.,limited_feature_bucket_effect
T3_DiagnoseFrance,full,C1_full,5,0.9861234567901236,0.0185788072121764,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv,True,0.9861234567901236,0.0,T3 France is substantially assisted by lexical/ccTLD boundary features; graph-only is weaker than lexical-only.,Do not claim T3 France proves pure structural transfer.,limited_feature_bucket_effect
T3_DiagnoseFrance,graph_only,C4_graph_only,5,0.7134294996751137,0.0668234078328815,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv,True,0.9861234567901236,-0.2726939571150099,T3 France is substantially assisted by lexical/ccTLD boundary features; graph-only is weaker than lexical-only.,Do not claim T3 France proves pure structural transfer.,shortcut_boundary_diagnostic
T3_DiagnoseFrance,infra_edges_only,C9_infra_edges_only,5,0.9861234567901236,0.0185788072121764,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv,True,0.9861234567901236,0.0,T3 France is substantially assisted by lexical/ccTLD boundary features; graph-only is weaker than lexical-only.,Do not claim T3 France proves pure structural transfer.,limited_feature_bucket_effect
T3_DiagnoseFrance,lexical_only,C5_lex_only,5,0.9529987004548408,0.0255453324377343,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv,True,0.9861234567901236,-0.03312475633528278,T3 France is substantially assisted by lexical/ccTLD boundary features; graph-only is weaker than lexical-only.,Do not claim T3 France proves pure structural transfer.,shortcut_boundary_diagnostic
T3_DiagnoseFrance,no_cctld,C2_no_cctld,5,0.9045877192982456,0.0453724845875615,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv,True,0.9861234567901236,-0.08153573749187804,T3 France is substantially assisted by lexical/ccTLD boundary features; graph-only is weaker than lexical-only.,Do not claim T3 France proves pure structural transfer.,shortcut_boundary_diagnostic
T3_DiagnoseFrance,no_edges,C6_no_edges,5,0.9529987004548408,0.0255453324377343,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv,True,0.9861234567901236,-0.03312475633528278,T3 France is substantially assisted by lexical/ccTLD boundary features; graph-only is weaker than lexical-only.,Do not claim T3 France proves pure structural transfer.,limited_feature_bucket_effect
T3_DiagnoseFrance,no_website_lexical,C3_no_website_lexical,5,0.7134294996751137,0.0668234078328815,output\week8_patch\metrics\E5_structure_vs_lexical_summary.csv,True,0.9861234567901236,-0.2726939571150099,T3 France is substantially assisted by lexical/ccTLD boundary features; graph-only is weaker than lexical-only.,Do not claim T3 France proves pure structural transfer.,shortcut_boundary_diagnostic
