created_at_utc,target_id,shot,seed,checkpoint_seed,feature_condition,training_mode,metric_family,target_primary_metric,primary_metric_direction,primary_metric_value,target_test_auc,pr_auc,balanced_accuracy,f1,target_licensed_consistency,target_illegal_consistency,target_mean_pred_illegal,actual_target_support,n_target_train,n_target_test,threshold,best_epoch,trained_epochs,encoder_checkpoint,is_prerun_frozen,is_posthoc,paper_safe_claim,paper_forbidden_claim,runtime_s,source_only_baseline,delta_vs_source_only
2026-05-09T15:13:17.611012+00:00,T1_Nordic,1,42,42,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,illegal_recall_at_youden,higher_is_better,0.5161290322580645,,,0.5161290322580645,0.3404255319148936,,0.5161290322580645,0.601461099013323,1,1,31,0.9968010187149048,200.0,200.0,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not force standard ROC-AUC for this one-class target.,9.724579572677612,0.3225806451612903,0.1935483870967742
2026-05-09T15:13:23.595725+00:00,T1_Nordic,3,42,42,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,illegal_recall_at_youden,higher_is_better,0.41935483870967744,,,0.41935483870967744,0.29545454545454547,,0.41935483870967744,0.6114895776394875,3,3,31,0.9902839064598083,103.0,128.0,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not force standard ROC-AUC for this one-class target.,5.972165107727051,0.3225806451612903,0.09677419354838712
2026-05-09T15:13:31.654838+00:00,T1_Nordic,5,42,42,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,illegal_recall_at_youden,higher_is_better,0.5161290322580645,,,0.5161290322580645,0.3404255319148936,,0.5161290322580645,0.6324394473715895,5,5,31,0.9963847398757935,127.0,152.0,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not force standard ROC-AUC for this one-class target.,8.045562505722046,0.3225806451612903,0.1935483870967742
2026-05-09T15:13:38.777907+00:00,T1_Nordic,10,42,42,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,illegal_recall_at_youden,higher_is_better,0.5483870967741935,,,0.5483870967741935,0.3541666666666667,,0.5483870967741935,0.6853175021017031,10,10,31,0.9988266825675964,109.0,134.0,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not force standard ROC-AUC for this one-class target.,7.108114719390869,0.3225806451612903,0.2258064516129032
2026-05-09T15:13:49.925972+00:00,T1_Nordic,1,43,43,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,illegal_recall_at_youden,higher_is_better,0.2903225806451613,,,0.2903225806451613,0.225,,0.2903225806451613,0.5722487128259562,1,1,31,0.999995231628418,200.0,200.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed43.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not force standard ROC-AUC for this one-class target.,11.12995457649231,0.2580645161290322,0.032258064516129115
2026-05-09T15:14:00.854853+00:00,T1_Nordic,3,43,43,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,illegal_recall_at_youden,higher_is_better,0.7096774193548387,,,0.7096774193548387,0.41509433962264153,,0.7096774193548387,0.8669577221378624,3,3,31,0.9940007328987122,200.0,200.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed43.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not force standard ROC-AUC for this one-class target.,10.913368463516235,0.2580645161290322,0.45161290322580655
2026-05-09T15:14:11.810206+00:00,T1_Nordic,5,43,43,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,illegal_recall_at_youden,higher_is_better,0.41935483870967744,,,0.41935483870967744,0.29545454545454547,,0.41935483870967744,0.8083989662268469,5,5,31,1.0,200.0,200.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed43.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not force standard ROC-AUC for this one-class target.,10.938706159591675,0.2580645161290322,0.16129032258064524
2026-05-09T15:14:22.791913+00:00,T1_Nordic,10,43,43,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,illegal_recall_at_youden,higher_is_better,0.6774193548387096,,,0.6774193548387096,0.40384615384615385,,0.6774193548387096,0.8777389242013376,10,10,31,1.0,200.0,200.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed43.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not force standard ROC-AUC for this one-class target.,10.96817135810852,0.2580645161290322,0.41935483870967744
2026-05-09T15:14:33.569856+00:00,T1_Nordic,1,44,44,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,illegal_recall_at_youden,higher_is_better,0.25806451612903225,,,0.25806451612903225,0.20512820512820512,,0.25806451612903225,0.5990622759141373,1,1,31,1.0,200.0,200.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not force standard ROC-AUC for this one-class target.,10.758253574371338,0.064516129032258,0.19354838709677424
2026-05-09T15:14:44.507613+00:00,T1_Nordic,3,44,44,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,illegal_recall_at_youden,higher_is_better,0.25806451612903225,,,0.25806451612903225,0.20512820512820512,,0.25806451612903225,0.5723681785456894,3,3,31,1.0,200.0,200.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not force standard ROC-AUC for this one-class target.,10.920949697494507,0.064516129032258,0.19354838709677424
2026-05-09T15:14:55.560429+00:00,T1_Nordic,5,44,44,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,illegal_recall_at_youden,higher_is_better,0.3225806451612903,,,0.3225806451612903,0.24390243902439024,,0.3225806451612903,0.7444589878146108,5,5,31,1.0,200.0,200.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not force standard ROC-AUC for this one-class target.,11.034693956375122,0.064516129032258,0.2580645161290323
2026-05-09T15:15:06.410762+00:00,T1_Nordic,10,44,44,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,illegal_recall_at_youden,higher_is_better,0.5806451612903226,,,0.5806451612903226,0.3673469387755102,,0.5806451612903226,0.8427460039815595,10,10,31,0.9999998807907104,200.0,200.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not force standard ROC-AUC for this one-class target.,10.83491587638855,0.064516129032258,0.5161290322580646
2026-05-09T15:15:08.997212+00:00,T1_Nordic,1,45,45,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,illegal_recall_at_youden,higher_is_better,0.3225806451612903,,,0.3225806451612903,0.24390243902439024,,0.3225806451612903,0.5228629592926272,1,1,31,0.5237470269203186,1.0,50.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not force standard ROC-AUC for this one-class target.,2.5651657581329346,0.0967741935483871,0.22580645161290322
2026-05-09T15:15:11.564904+00:00,T1_Nordic,3,45,45,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,illegal_recall_at_youden,higher_is_better,0.16129032258064516,,,0.16129032258064516,0.1388888888888889,,0.16129032258064516,0.5562882846401583,3,3,31,0.5635955333709717,1.0,50.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not force standard ROC-AUC for this one-class target.,2.553907871246338,0.0967741935483871,0.06451612903225806
2026-05-09T15:15:14.343844+00:00,T1_Nordic,5,45,45,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,illegal_recall_at_youden,higher_is_better,0.5806451612903226,,,0.5806451612903226,0.3673469387755102,,0.5806451612903226,0.8049304937162707,5,5,31,0.7771331071853638,22.0,50.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not force standard ROC-AUC for this one-class target.,2.763575553894043,0.0967741935483871,0.4838709677419355
2026-05-09T15:15:17.026036+00:00,T1_Nordic,10,45,45,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,illegal_recall_at_youden,higher_is_better,0.5161290322580645,,,0.5161290322580645,0.3404255319148936,,0.5161290322580645,0.7558603690516564,10,10,31,0.745176374912262,21.0,50.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not force standard ROC-AUC for this one-class target.,2.6651437282562256,0.0967741935483871,0.4193548387096774
2026-05-09T15:15:27.717291+00:00,T1_Nordic,1,46,46,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,illegal_recall_at_youden,higher_is_better,0.3225806451612903,,,0.3225806451612903,0.24390243902439024,,0.3225806451612903,0.41837812702223687,1,1,31,0.941797137260437,200.0,200.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed46.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not force standard ROC-AUC for this one-class target.,10.67346453666687,0.2903225806451613,0.032258064516129004
2026-05-09T15:15:38.518577+00:00,T1_Nordic,3,46,46,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,illegal_recall_at_youden,higher_is_better,0.7096774193548387,,,0.7096774193548387,0.41509433962264153,,0.7096774193548387,0.7782607846348847,3,3,31,0.9694282412528992,200.0,200.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed46.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not force standard ROC-AUC for this one-class target.,10.78577470779419,0.2903225806451613,0.41935483870967744
2026-05-09T15:15:49.578949+00:00,T1_Nordic,5,46,46,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,illegal_recall_at_youden,higher_is_better,0.45161290322580644,,,0.45161290322580644,0.3111111111111111,,0.45161290322580644,0.5869232162705532,5,5,31,0.9806023836135864,200.0,200.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed46.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not force standard ROC-AUC for this one-class target.,11.045538902282715,0.2903225806451613,0.16129032258064513
2026-05-09T15:16:00.649474+00:00,T1_Nordic,10,46,46,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,illegal_recall_at_youden,higher_is_better,0.6451612903225806,,,0.6451612903225806,0.39215686274509803,,0.6451612903225806,0.9396910348666772,10,10,31,0.9999982118606567,200.0,200.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed46.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not force standard ROC-AUC for this one-class target.,11.05793571472168,0.2903225806451613,0.3548387096774193
2026-05-09T15:16:04.512266+00:00,T2_ON,1,42,42,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,mean_pred_illegal,lower_is_better,0.382612272563468,,,0.4583333333333333,0.3142857142857143,0.4583333333333333,,0.382612272563468,1,1,24,0.4128793478012085,47.0,72.0,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not treat licensed-only calibration as evidence of illegal recall.,3.835164785385132,0.3027721713895286,-0.07984010117393942
2026-05-09T15:16:12.332548+00:00,T2_ON,3,42,42,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,mean_pred_illegal,lower_is_better,0.22305738030132197,,,0.5833333333333334,0.3684210526315789,0.5833333333333334,,0.22305738030132197,3,3,24,0.12587258219718933,127.0,152.0,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not treat licensed-only calibration as evidence of illegal recall.,7.797857046127319,0.3027721713895286,0.07971479108820664
2026-05-09T15:16:15.453759+00:00,T2_ON,5,42,42,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,mean_pred_illegal,lower_is_better,0.16298985904237875,,,0.625,0.38461538461538464,0.625,,0.16298985904237875,5,5,24,0.18194669485092163,28.0,53.0,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not treat licensed-only calibration as evidence of illegal recall.,3.097456216812134,0.3027721713895286,0.13978231234714986
2026-05-09T15:16:19.156767+00:00,T2_ON,10,42,42,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,mean_pred_illegal,lower_is_better,0.19195681546504298,,,0.5416666666666666,0.35135135135135137,0.5416666666666666,,0.19195681546504298,10,10,24,0.11359341442584991,43.0,68.0,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not treat licensed-only calibration as evidence of illegal recall.,3.6787030696868896,0.3027721713895286,0.11081535592448563
2026-05-09T15:16:29.462537+00:00,T2_ON,1,43,43,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,mean_pred_illegal,lower_is_better,0.40303049181077694,,,0.5,0.3333333333333333,0.5,,0.40303049181077694,1,1,24,0.05015650391578674,198.0,200.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed43.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not treat licensed-only calibration as evidence of illegal recall.,10.27678370475769,0.3437696565912726,-0.059260835219504315
2026-05-09T15:16:32.235081+00:00,T2_ON,3,43,43,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,mean_pred_illegal,lower_is_better,0.10353713994845748,,,0.4583333333333333,0.3142857142857143,0.4583333333333333,,0.10353713994845748,3,3,24,0.07597087323665619,23.0,50.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed43.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not treat licensed-only calibration as evidence of illegal recall.,2.7514545917510986,0.3437696565912726,0.24023251664281514
2026-05-09T15:16:34.910198+00:00,T2_ON,5,43,43,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,mean_pred_illegal,lower_is_better,0.19922176407029232,,,0.75,0.42857142857142855,0.75,,0.19922176407029232,5,5,24,0.2616187036037445,15.0,50.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed43.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not treat licensed-only calibration as evidence of illegal recall.,2.6511521339416504,0.3437696565912726,0.1445478925209803
2026-05-09T15:16:37.746296+00:00,T2_ON,10,43,43,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,mean_pred_illegal,lower_is_better,0.16017461731098592,,,0.7083333333333334,0.4146341463414634,0.7083333333333334,,0.16017461731098592,10,10,24,0.22448432445526123,27.0,52.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed43.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not treat licensed-only calibration as evidence of illegal recall.,2.816004514694214,0.3437696565912726,0.1835950392802867
2026-05-09T15:16:42.762766+00:00,T2_ON,1,44,44,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,mean_pred_illegal,lower_is_better,0.4441571815793092,,,0.4583333333333333,0.3142857142857143,0.4583333333333333,,0.4441571815793092,1,1,24,0.3404563367366791,72.0,97.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not treat licensed-only calibration as evidence of illegal recall.,4.985930681228638,0.3628193258773535,-0.08133785570195573
2026-05-09T15:16:53.138731+00:00,T2_ON,3,44,44,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,mean_pred_illegal,lower_is_better,0.24910363652512993,,,0.8333333333333334,0.45454545454545453,0.8333333333333334,,0.24910363652512993,3,3,24,0.8437281250953674,183.0,200.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not treat licensed-only calibration as evidence of illegal recall.,10.357212781906128,0.3628193258773535,0.11371568935222356
2026-05-09T15:16:55.834595+00:00,T2_ON,5,44,44,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,mean_pred_illegal,lower_is_better,0.20804639036456743,,,0.875,0.4666666666666667,0.875,,0.20804639036456743,5,5,24,0.27518129348754883,19.0,50.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not treat licensed-only calibration as evidence of illegal recall.,2.673764228820801,0.3628193258773535,0.15477293551278606
2026-05-09T15:16:58.702215+00:00,T2_ON,10,44,44,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,mean_pred_illegal,lower_is_better,0.1062298984810089,,,0.75,0.42857142857142855,0.75,,0.1062298984810089,10,10,24,0.1819022297859192,28.0,53.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed44.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not treat licensed-only calibration as evidence of illegal recall.,2.843524217605591,0.3628193258773535,0.2565894273963446
2026-05-09T15:17:01.556227+00:00,T2_ON,1,45,45,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,mean_pred_illegal,lower_is_better,0.17107233436157307,,,0.7083333333333334,0.4146341463414634,0.7083333333333334,,0.17107233436157307,1,1,24,0.1861906796693802,12.0,50.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not treat licensed-only calibration as evidence of illegal recall.,2.8263816833496094,0.2889662125768761,0.11789387821530303
2026-05-09T15:17:07.141814+00:00,T2_ON,3,45,45,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,mean_pred_illegal,lower_is_better,0.31219894623791333,,,0.5833333333333334,0.3684210526315789,0.5833333333333334,,0.31219894623791333,3,3,24,0.20934565365314484,83.0,108.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not treat licensed-only calibration as evidence of illegal recall.,5.567094564437866,0.2889662125768761,-0.02323273366103723
2026-05-09T15:17:09.958288+00:00,T2_ON,5,45,45,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,mean_pred_illegal,lower_is_better,0.17320089042186737,,,0.7083333333333334,0.4146341463414634,0.7083333333333334,,0.17320089042186737,5,5,24,0.1836617887020111,12.0,50.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not treat licensed-only calibration as evidence of illegal recall.,2.79374623298645,0.2889662125768761,0.11576532215500873
2026-05-09T15:17:12.640973+00:00,T2_ON,10,45,45,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,mean_pred_illegal,lower_is_better,0.17286760235826173,,,0.7083333333333334,0.4146341463414634,0.7083333333333334,,0.17286760235826173,10,10,24,0.17916527390480042,11.0,50.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed45.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not treat licensed-only calibration as evidence of illegal recall.,2.659052848815918,0.2889662125768761,0.11609861021861437
2026-05-09T15:17:23.262741+00:00,T2_ON,1,46,46,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,mean_pred_illegal,lower_is_better,0.2534731591454147,,,0.5833333333333334,0.3684210526315789,0.5833333333333334,,0.2534731591454147,1,1,24,0.23653940856456757,174.0,199.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed46.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not treat licensed-only calibration as evidence of illegal recall.,10.59000825881958,0.2154710837026717,-0.03800207544274298
2026-05-09T15:17:33.179331+00:00,T2_ON,3,46,46,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,mean_pred_illegal,lower_is_better,0.3266481032696902,,,0.5833333333333334,0.3684210526315789,0.5833333333333334,,0.3266481032696902,3,3,24,0.07338918745517731,166.0,191.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed46.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not treat licensed-only calibration as evidence of illegal recall.,9.883383512496948,0.2154710837026717,-0.11117701956701848
2026-05-09T15:17:40.233911+00:00,T2_ON,5,46,46,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,mean_pred_illegal,lower_is_better,0.32889281781293295,,,0.5833333333333334,0.3684210526315789,0.5833333333333334,,0.32889281781293295,5,5,24,0.061681658029556274,112.0,137.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed46.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not treat licensed-only calibration as evidence of illegal recall.,7.029218435287476,0.2154710837026717,-0.11342173411026124
2026-05-09T15:17:48.585114+00:00,T2_ON,10,46,46,full,source_plus_oneclass_target_support_joint_finetune,one_class_boundary,mean_pred_illegal,lower_is_better,0.12170630440202028,,,0.7083333333333334,0.4146341463414634,0.7083333333333334,,0.12170630440202028,10,10,24,0.03153180703520775,128.0,153.0,<workspace_root>\output\week6\checkpoints\heco_encoder__tau0.7__seed46.pt,True,False,"One-class few-shot is a boundary calibration check, not a standard ROC-AUC claim.",Do not treat licensed-only calibration as evidence of illegal recall.,8.330363512039185,0.2154710837026717,0.09376477930065143
2026-05-04T14:32:16.856396+00:00,T2_PH,1,42,42,full,heco_encoder_checkpoint_source_plus_balanced_target_joint_finetune,binary_auc,roc_auc,higher_is_better,0.875,0.875,0.7345238095238095,0.8125,0.8,,1.0,,2,2,14,,,,<workspace_root>\output\week5\checkpoints\heco_encoder__tau0.7__seed42.pt,False,True,Week 9 binary few-shot remains target-dependent; T2_PH improves and T3 is saturated.,Do not claim few-shot universally improves transfer.,,0.7916666666666667,0.08333333333333326
